"ID","ICH","SEXO","AUTLIC","ILM","HTS","JEFH","TVIA1","TVIA2","TVIA3","TVIA4","TVIA5","TCAM1","TCAM2","TCAM3","TCAM4","TCAM5","TESP3","TESP4","TESP5","CTOT1_w","CTOT2_w","CTOT3_w","CTOT4_w","CTOT5_w","DISP1","DISP2","DISP3","DISP4","DISP5"
"1153",619,2,0,1,30000,48,0,0,786,0,0,1149,0,504,0,0,209,0,0,120,0,21.8784,0,0,16.512,0,1,0,0,1
"1155",620,4,1,0,12000,60,1,0,0,0,816,990,0,0,0,1116,475,0,192,210,0,0,0,32.25,51.6,0,0,0,1,1
"1157",621,4,1,0,27000,48,1,0,0,0,276,622,0,0,0,1656,518,0,120,180,0,0,0,5.04533333333333,18.3466666666667,0,0,0,1,1
"1159",622,4,1,1,20000,44,1,598,0,0,324,688,324,0,0,1210,864,0,192,12,47.6784,0,0,14.19,22.704,1,0,0,1,1
"1161",623,4,1,0,40000,48,1,0,0,544,522,828,0,0,360,1260,180,36,120,42,0,0,24.768,3.4056,12.384,0,0,1,1,1
"1163",624,4,1,0.33,22000,45,1,530,491,452,324,661,324,0,576,886,209,138,192,180,39.0518181818182,11.0822727272727,42.2181818181818,13.1931818181818,21.1090909090909,1,1,1,1,1
"1165",625,4,0,1,60000,40,1,0,0,493,558,694,0,0,101,958,158,30,192,42,0,0,13.76,4.3,6.88,0,0,1,1,1
"1169",627,4,0,1,50000,42,0,0,830,0,666,1040,0,0,0,756,583,0,120,78,0,10.18584,0,2.38392,8.6688,0,1,0,1,1
"1171",628,5,0,0,35000,42,1,0,0,519,522,755,0,0,216,864,216,36,120,36,0,0,24.768,4.0248,12.384,0,0,1,1,1
"1173",629,4,0,1,47000,44,1,0,709,0,636,1016,0,22,0,677,223,0,192,78,0,9.66127659574468,0,6.03829787234042,9.66127659574468,0,1,0,1,1
"1175",630,4,1,0,27000,48,0,0,0,0,432,559,0,0,0,1037,382,0,192,78,0,0,0,11.4666666666667,18.3466666666667,0,0,0,1,1
"1177",631,4,1,0,14000,44,1,0,0,0,432,672,0,0,0,1181,65,0,192,30,0,0,0,17.8388571428571,32.4342857142857,0,0,0,1,1
"1179",632,4,1,0,16000,44,0,0,550,0,558,968,0,43,0,1318,151,0,192,66,0,23.4135,0,15.609,28.38,0,1,0,1,1
"1181",633,4,1,1,52000,44,1,899,932,702,762,987,518,0,648,778,346,36,192,30,37.1123076923077,7.85907692307692,13.0984615384615,4.80276923076923,8.73230769230769,1,1,1,1,1
"1183",634,4,0,1,11000,44,0,0,270,0,222,469,0,0,0,490,259,0,192,42,0,15.48,0,22.704,41.28,0,1,0,1,1
"1185",635,4,1,0,10000,48,1,0,0,0,462,826,0,0,0,1505,835,0,120,12,0,0,0,16.0992,49.536,0,0,0,1,1
"1189",637,5,0,0,24000,40,0,0,0,0,510,624,0,0,0,936,648,0,192,12,0,0,0,10.75,17.2,0,0,0,1,1
"1191",638,4,1,0,42000,48,0,0,475,0,540,801,0,0,0,720,216,0,192,42,0,8.256,0,7.37142857142857,11.7942857142857,0,1,0,1,1
"1192",639,4,1,1,43000,40,1,524,0,0,510,623,274,0,0,662,497,0,192,12,24.96,0,0,6,9.6,1,0,0,1,1
"1193",640,4,1,0,20000,55,1,0,0,0,336,879,0,0,0,1555,202,0,120,12,0,0,0,7.8045,28.38,0,0,0,1,1
"1195",641,4,1,0,25000,45,1,0,0,0,222,418,0,0,0,713,115,0,192,300,0,0,0,11.61,18.576,0,0,0,1,1
"1197",642,4,0,0.5,76000,52,1,551,521,498,570,714,324,0,281,893,281,30,192,42,17.8291578947368,6.35494736842105,14.1221052631579,3.88357894736842,7.06105263157895,1,1,1,1,1
"1198",643,4,1,0.5,150000,46,1,841,923,0,738,1237,324,0,0,972,454,0,192,42,11.63064,4.58896,0,1.74064,3.1648,1,1,0,1,1
"1200",644,3,1,1,1e+05,50,1,959,0,973,672,1399,72,0,749,1339,749,138,192,12,36.636,0,12.9,3.225,5.16,1,0,1,1,1
"1202",645,4,0,0,35000,45,1,0,0,0,666,903,0,0,0,2045,252,0,120,78,0,0,0,4.31228571428571,13.2685714285714,0,0,0,1,1
"1204",646,4,1,1,40000,40,1,0,0,0,672,1122,0,0,0,907,274,0,192,42,0,0,0,5.676,10.32,0,0,0,1,1
"1206",647,4,1,0,5000,44,1,0,0,0,666,1086,0,0,0,1584,432,0,120,66,0,0,0,24.9744,90.816,0,0,0,1,1
"1210",649,4,1,0.5,14000,72,1,668,668,541,462,748,22,22,403,2110,403,138,120,12,91.5531428571428,45.1131428571428,106.148571428571,14.5954285714286,53.0742857142857,1,1,1,1,1
"1212",650,4,1,1,23000,44,1,0,0,0,666,884,0,0,0,1152,475,0,120,66,0,0,0,5.42921739130435,19.7426086956522,0,0,0,1,1
"1215",652,4,0,0.5,44000,44,1,988,988,0,870,1004,324,0,0,468,432,0,192,30,33.798,13.158,0,5.676,20.64,1,1,0,1,1
"1217",653,4,1,0.5,40000,50,1,824,824,0,870,902,324,0,0,612,799,0,192,30,37.41,12.255,0,7.095,12.9,1,1,0,1,1
"1218",654,4,1,0,35000,60,1,0,0,0,870,1331,0,0,0,1044,540,0,192,42,0,0,0,11.0571428571429,17.6914285714286,0,0,0,1,1
"1220",655,4,0,1,22000,44,0,0,0,0,870,1405,0,0,0,900,216,0,192,42,0,0,0,11.352,20.64,0,0,0,1,1
"1221",656,1,0,0.5,60000,45,0,663,663,0,540,802,0,0,0,648,115,0,192,42,9.4815,4.8375,0,4.257,7.74,1,1,0,1,1
"1223",657,5,1,0,16000,40,0,0,0,509,570,658,0,0,259,1159,259,36,192,60,0,0,51.6,16.125,32.25,0,0,1,1,1
"1225",658,5,1,1,40000,72,1,347,0,270,384,601,324,0,756,1152,288,24,192,30,39.9384,0,37.152,11.61,18.576,1,0,1,1,1
"1227",659,4,0,1,90000,60,0,0,701,0,570,731,0,0,0,1210,1174,0,192,12,0,6.536,0,3.784,6.88,0,1,0,1,1
"1229",660,4,1,1,80000,48,1,644,699,734,588,1065,324,22,634,1296,439,36,120,300,16.7184,6.192,12.384,1.7028,6.192,1,1,1,1,1
"1231",661,4,1,0,28000,45,1,0,0,0,666,1197,0,0,0,2232,94,0,120,30,0,0,0,4.56107142857143,16.5857142857143,0,0,0,1,1
"1233",662,4,1,0.5,40000,45,1,976,961,0,666,1117,324,58,0,1670,317,0,120,30,37.44225,14.22225,0,3.19275,11.61,1,1,0,1,1
"1235",663,4,1,0,25000,45,1,0,0,0,666,1145,0,0,0,2102,180,0,120,30,0,0,0,5.1084,18.576,0,0,0,1,1
"1237",664,5,0,0,8000,45,1,0,0,0,570,858,0,0,0,1519,216,0,192,12,0,0,0,36.28125,58.05,0,0,0,1,1
"1238",665,4,1,0,30000,45,0,0,0,0,540,851,0,0,0,1886,727,0,192,42,0,0,0,9.675,15.48,0,0,0,1,1
"1240",666,4,1,0,43000,45,1,0,860,1049,666,1419,0,22,374,1598,158,78,120,78,0,15.39,21.6,2.97,10.8,0,1,1,1,1
"1242",667,5,1,0,22000,45,1,0,0,0,636,1095,0,0,0,1145,187,0,192,12,0,0,0,13.1931818181818,21.1090909090909,0,0,0,1,1
"1244",668,1,1,1,108000,58,1,1049,1049,0,0,1093,144,0,0,0,439,0,0,30,19.2592222222222,6.09644444444444,0,0,5.54222222222222,1,1,0,0,1
"1246",669,5,1,0,40000,48,1,0,0,360,384,494,0,0,403,950,151,24,192,42,0,0,12.384,7.74,12.384,0,0,1,1,1
"1248",670,4,1,0,25000,48,1,0,1124,0,816,1140,0,0,0,1296,475,0,192,30,0,23.28192,0,12.384,19.8144,0,1,0,1,1
"1250",671,4,1,0,35000,45,1,0,0,0,816,1013,0,0,0,684,439,0,192,48,0,0,0,7.29771428571429,13.2685714285714,0,0,0,1,1
"1251",672,5,1,0.5,75000,50,0,751,774,0,618,788,331,29,0,540,367,0,192,12,33.024,6.364,0,4.3,6.88,1,1,0,1,1
"1253",673,4,1,1,37000,51,1,743,0,574,684,1024,324,0,562,1001,245,36,192,42,40.5408648648649,0,28.4497297297297,7.82367567567568,14.2248648648649,1,0,1,1,1
"1254",674,4,1,0.5,2e+05,48,1,878,878,0,738,922,108,0,0,763,504,0,192,18,13.99392,4.82976,0,1.36224,2.4768,1,1,0,1,1
"1256",675,2,1,0,50000,50,1,0,965,0,816,961,0,0,0,864,619,0,192,66,0,13.416,0,6.45,10.32,0,1,0,1,1
"1258",676,1,0,1,26000,45,1,150,0,0,102,238,230,0,0,554,259,0,72,30,45.1003846153846,0,0,11.1634615384615,17.8615384615385,1,0,0,1,1
"1260",677,5,0,0,25000,48,1,0,0,0,0,936,0,0,0,0,317,0,0,12,0,0,0,0,39.6288,0,0,0,0,1
"1262",678,4,1,1,70000,42,1,845,845,0,738,799,108,0,0,792,763,0,192,12,28.9476,6.6564,0,3.4056,6.192,1,1,0,1,1
"1264",679,4,1,1,86000,48,1,815,0,0,738,1208,108,0,0,720,324,0,192,42,16.272,0,0,3.168,5.76,1,0,0,1,1
"1266",680,4,1,0,80000,48,1,0,0,0,486,590,0,0,0,950,418,0,192,78,0,0,0,3.4056,6.192,0,0,0,1,1
"1267",681,5,1,0,80000,48,1,0,0,965,570,904,0,0,1102,1411,518,138,192,12,0,0,12.384,3.87,6.192,0,0,1,1,1
"1269",682,4,1,0.33,97000,45,1,670,655,905,570,852,324,22,1159,1152,335,138,192,12,13.1659793814433,4.6679381443299,9.57525773195876,2.63319587628866,4.78762886597938,1,1,1,1,1
"1271",683,4,1,0.5,60000,48,1,751,751,733,612,724,108,0,389,936,439,138,192,12,19.4016,6.6048,16.512,4.5408,8.256,1,1,1,1,1
"1272",684,3,0,1,18000,44,0,0,384,452,438,661,0,0,418,626,144,30,192,42,0,15.7666666666667,25.2266666666667,15.7666666666667,25.2266666666667,0,1,1,1,1
"1274",685,1,1,1,80000,45,1,709,709,0,570,872,230,22,0,1390,396,0,192,12,25.106625,5.950125,0,3.19275,5.805,1,1,0,1,1
"1276",686,4,0,0,12000,45,1,0,0,0,438,554,0,0,0,1145,662,0,192,12,0,0,0,24.1875,38.7,0,0,0,1,1
"1278",687,5,1,0,9000,45,1,0,0,0,636,921,0,0,0,1577,158,0,192,48,0,0,0,32.25,51.6,0,0,0,1,1
"1279",688,5,1,0,20000,50,0,0,0,0,636,1080,0,0,0,1303,187,0,192,12,0,0,0,16.125,25.8,0,0,0,1,1
"1281",689,4,1,1,90000,48,1,908,0,748,762,1017,324,0,864,1102,101,36,192,18,17.2,0,11.008,3.0272,5.504,1,0,1,1,1
"1283",690,4,1,1,9000,35,1,0,586,0,540,900,0,0,0,1462,346,0,120,48,0,37.1233333333333,0,13.0433333333333,40.1333333333333,0,1,0,1,1
"1285",691,5,0,0,16000,8,1,0,0,0,738,1168,0,0,0,1289,360,0,192,42,0,0,0,3.225,10.32,0,0,0,1,1
"1287",692,4,0,0,20000,44,0,0,0,0,870,1246,0,0,0,900,317,0,192,42,0,0,0,12.4872,22.704,0,0,0,1,1
"1289",693,5,1,0,12000,44,1,0,0,0,0,789,0,0,0,0,346,0,0,108,0,0,0,0,37.84,0,0,0,0,1
"1291",694,5,0,1,70000,48,1,0,0,0,0,1089,0,0,0,0,130,0,0,66,0,0,0,0,7.07657142857143,0,0,0,0,1
"1293",695,4,1,0.5,56000,48,1,547,547,0,336,492,324,0,0,1044,626,0,120,12,17.9125714285714,5.74971428571429,0,2.43257142857143,8.84571428571429,1,1,0,1,1
