"ID","ICH","SEXO","AUTLIC","ILM","HTS","JEFH","TVIA1","TVIA2","TVIA3","TVIA4","TVIA5","TCAM1","TCAM2","TCAM3","TCAM4","TCAM5","TESP3","TESP4","TESP5","CTOT1_w","CTOT2_w","CTOT3_w","CTOT4_w","CTOT5_w","DISP1","DISP2","DISP3","DISP4","DISP5"
"1127",605,1,1,0.4,38000,48,0,924,924,1241,0,1853,518,518,295,0,302,48,0,54,59.3128421052632,5.21431578947368,16.2947368421053,0,6.5178947368421,1,1,1,0,1
"1129",606,4,1,0.5,1e+05,48,1,800,800,598,624,1378,583,583,410,929,418,24,78,36,10.15488,1.36224,6.192,1.60992,2.4768,1,1,1,1,1
"1133",608,3,1,1,2e+05,48,1,401,401,686,0,1004,439,439,464,0,356,48,0,54,1.11456,0.55728,3.096,0,1.2384,1,1,1,0,1
"1135",609,5,1,0.5,21000,48,0,696,696,528,0,1073,583,583,389,0,511,30,0,54,44.2285714285714,4.71771428571429,29.4857142857143,0,11.7942857142857,1,1,1,0,1
"1137",610,2,0,0.5,15000,48,0,612,549,629,0,967,583,0,281,0,288,30,0,36,62.7456,5.7792,41.28,0,16.512,1,1,1,0,1
"1142",613,2,1,0.5,71000,48,0,0,565,629,0,967,0,43,367,0,374,30,0,36,0,1.39538028169014,8.72112676056338,0,3.48845070422535,0,1,1,0,1
"1144",614,1,1,1,1e+05,48,1,791,791,704,0,1361,360,360,403,0,410,30,0,36,12.26016,1.48608,6.192,0,2.4768,1,1,1,0,1
"1150",617,2,0,1,30000,48,0,1118,1035,980,0,1439,810,360,504,0,353,36,0,60,44.1696,9.4944,24.768,0,8.256,1,1,1,0,1
"1152",618,5,1,1,90000,48,1,545,545,488,546,986,810,810,504,706,475,18,78,18,11.2832,1.5136,6.88,1.7888,2.752,1,1,1,1,1
"1156",620,1,1,1,160000,48,1,940,940,1167,0,2144,504,504,450,0,299,30,0,60,3.5604,1.7802,4.644,0,1.3932,1,1,1,0,1
"1158",621,5,0,1,26000,48,1,526,526,445,390,847,810,810,374,626,223,18,78,18,36.6756923076923,4.28676923076923,23.8153846153846,6.192,8.57353846153846,1,1,1,1,1
"1160",622,5,1,0,24000,48,1,0,1508,1159,0,2105,0,810,504,0,511,30,0,96,0,9.288,25.8,0,10.32,0,1,1,0,1
"1170",627,4,0,0,46000,48,1,0,361,389,306,790,0,720,403,475,410,12,78,6,0,1.88452173913043,13.4608695652174,3.49982608695652,5.38434782608696,0,1,1,1,1
"1172",628,3,1,1,50000,48,0,904,904,1433,0,2305,576,576,403,0,536,36,0,360,11.88864,5.94432,14.8608,0,4.9536,1,1,1,0,1
"1176",630,4,1,0.5,60000,48,1,881,881,940,774,1540,619,619,612,835,446,48,78,18,15.0672,1.2384,10.32,2.6832,4.128,1,1,1,1,1
"1178",631,5,1,0,45000,48,0,0,628,647,0,779,0,619,590,0,533,24,0,36,0,1.9264,16.512,0,5.504,0,1,1,0,1
"1184",634,4,1,0.5,1e+05,48,1,820,820,726,774,1510,619,619,418,554,425,24,78,42,11.88864,2.22912,7.4304,1.60992,2.22912,1,1,1,1,1
"1186",635,5,0,0,35000,48,0,790,790,797,0,1570,619,619,295,0,302,36,0,96,30.7830857142857,4.9536,21.2297142857143,0,6.36891428571429,1,1,1,0,1
"1194",640,1,1,0.75,50000,40,0,804,804,916,0,1226,317,317,220,0,227,48,0,54,23.9424,2.6832,10.32,0,3.7152,1,1,1,0,1
"1196",641,5,0,0,15000,45,0,0,472,510,0,950,0,317,274,0,281,30,0,30,0,6.966,38.7,0,15.48,0,1,1,0,1
"1201",644,4,0,0.66,22000,48,0,0,816,739,774,1559,0,461,536,853,544,24,78,42,0,8.44363636363636,33.7745454545455,7.31781818181818,10.1323636363636,0,1,1,1,1
"1203",645,1,0,0.83,50000,38,0,889,889,1052,0,1436,180,180,338,0,346,48,0,54,3.13728,1.56864,9.804,0,3.52944,1,1,1,0,1
"1211",649,1,1,1,80000,55,0,841,841,870,0,1584,432,432,461,0,367,24,0,42,24.47775,3.370125,10.6425,0,3.5475,1,1,1,0,1
"1216",652,4,1,0,95000,48,1,0,728,700,768,1510,0,202,526,533,533,24,78,24,0,1.95536842105263,7.82147368421053,1.69465263157895,2.60715789473684,0,1,1,1,1
"1219",654,3,1,0.5,110000,48,1,1303,1303,1146,0,2054,504,504,302,0,310,30,0,96,17.9005090909091,2.25163636363636,6.75490909090909,0,2.25163636363636,1,1,1,0,1
"1224",657,1,0,0.71,121000,48,0,380,380,343,0,863,432,432,241,0,335,36,0,90,1.63755371900826,0.818776859504132,6.14082644628099,0,2.04694214876033,1,1,1,0,1
"1234",662,1,1,0.6,1e+05,48,0,899,899,980,0,1845,450,450,302,0,310,60,0,30,22.2912,2.4768,7.4304,0,2.4768,1,1,1,0,1
"1236",663,4,0,0,96000,44,1,0,775,778,768,1587,0,108,108,115,115,24,78,42,0,1.6555,7.095,1.53725,2.365,0,1,1,1,1
"1239",665,3,1,0.4,50000,48,0,0,1040,808,0,1636,0,526,266,0,274,30,0,36,0,3.21984,12.384,0,4.45824,0,1,1,0,1
"1245",668,1,0,0.5,30000,48,0,645,645,915,0,1742,0,0,616,0,616,36,0,48,13.2096,6.6048,24.768,0,8.256,1,1,1,0,1
"1247",669,5,0,0,40000,48,0,0,1319,1175,0,2230,0,634,320,0,328,60,0,78,0,8.3592,18.576,0,6.192,0,1,1,0,1
"1249",670,1,1,1,2e+05,55,1,740,740,0,0,1393,0,0,0,0,277,0,0,210,2.1285,1.06425,0,0,1.419,1,1,0,0,1
"1252",672,4,0,0.66,20000,40,0,0,621,441,468,1002,0,684,176,270,184,18,78,12,0,4.644,25.8,6.708,10.32,0,1,1,1,1
"1255",674,1,1,0.5,1e+05,55,1,444,444,608,0,1079,432,432,212,0,220,30,0,36,2.6961,1.419,7.095,0,2.5542,1,1,1,0,1
"1257",675,1,1,0.5,37000,44,0,383,383,398,0,622,180,180,252,0,252,30,0,48,2.14767567567568,0.920432432432432,15.3405405405405,0,6.13621621621622,1,1,1,0,1
"1259",676,4,0,0,25000,44,0,0,287,262,240,702,0,180,209,418,209,18,78,6,0,1.81632,22.704,5.90304,9.0816,0,1,1,1,1
"1261",677,4,0,0.5,40000,60,0,0,355,340,312,815,0,317,158,281,166,18,78,6,0,1.935,19.35,5.031,6.966,0,1,1,1,1
"1263",678,1,0,1,60000,48,0,442,442,375,0,626,0,0,734,0,554,30,0,48,2.064,1.032,10.32,0,4.128,1,1,1,0,1
"1265",679,1,1,0.5,60000,50,1,981,981,952,0,2150,180,180,310,0,317,36,0,96,22.36,3.655,12.9,0,4.3,1,1,1,0,1
"1268",681,5,1,0.5,30000,48,0,0,373,181,0,266,0,180,450,0,540,30,0,18,0,1.2384,20.64,0,8.256,0,1,1,0,1
"1280",688,1,1,1,90000,48,0,686,686,818,0,1605,180,180,302,0,310,60,0,60,11.008,1.376,6.88,0,2.4768,1,1,1,0,1
"1284",690,5,1,0,11000,40,0,0,0,1119,0,2171,0,0,288,0,295,60,0,30,0,0,56.2909090909091,0,16.8872727272727,0,0,1,0,1
"1286",691,1,0,0.33,45000,40,1,780,780,695,0,1493,180,180,324,0,331,30,0,36,8.71466666666667,0.917333333333333,11.4666666666667,0,4.128,1,1,1,0,1
"1288",692,5,1,0,20000,48,1,0,0,1478,0,2512,0,0,540,0,547,30,0,96,0,0,30.96,0,12.384,0,0,1,0,1
"1290",693,5,0,0.33,12500,40,0,0,0,824,0,1618,0,0,216,0,223,30,0,36,0,0,41.28,0,16.512,0,0,1,0,1
"1292",694,4,1,1,50000,40,1,703,703,547,612,1240,151,151,216,180,223,18,78,12,8.0496,1.8576,10.32,2.6832,3.7152,1,1,1,1,1
"1294",696,5,0,1,23000,50,0,0,916,824,0,1618,0,151,216,0,223,30,0,36,0,5.04782608695652,28.0434782608696,0,11.2173913043478,0,1,1,0,1
"1295",697,4,1,0.5,65000,45,1,427,0,520,378,953,144,0,310,396,317,48,78,54,9.46661538461538,0,8.93076923076923,2.322,3.21507692307692,1,0,1,1,1
"1296",698,5,0,1,19000,40,0,1374,0,0,0,2076,187,0,0,0,277,0,0,138,30.96,0,0,0,10.8631578947368,1,0,0,0,1
"1297",699,5,0,1,40000,40,0,767,767,695,0,1414,187,187,270,0,547,30,0,36,17.028,2.064,12.9,0,5.16,1,1,1,0,1
"1298",700,4,0,0,70000,44,1,0,0,340,281,571,0,0,270,234,277,12,78,6,0,0,8.10857142857143,2.10822857142857,2.91908571428571,0,0,1,1,1
"1299",701,3,0,0.66,50000,40,0,1479,1479,1260,0,2195,108,108,230,0,238,30,0,96,22.9104,3.096,10.32,0,4.128,1,1,1,0,1
"1300",703,3,1,1,80000,58,1,1039,1039,864,0,1687,274,274,94,0,101,30,0,36,14.40285,2.6187,9.3525,0,3.3669,1,1,1,0,1
"1301",704,3,1,0.5,50000,48,1,1508,1508,1396,0,2483,583,583,353,0,360,30,0,96,25.51104,5.20128,12.384,0,4.45824,1,1,1,0,1
"1302",705,3,0,0,80000,44,1,0,0,1482,0,2409,0,0,367,0,374,36,0,96,0,0,8.514,0,2.5542,0,0,1,0,1
"1303",706,4,0,0.5,16000,40,0,0,0,400,281,650,0,0,162,259,169,12,78,6,0,0,32.25,8.385,11.61,0,0,1,1,1
"1307",710,1,1,1,160000,43,1,1425,1425,1091,0,2024,90,90,612,0,619,30,0,54,17.334375,1.3174125,3.466875,0,1.248075,1,1,1,0,1
"1309",713,1,1,0.5,110000,48,1,816,816,1040,0,2026,266,266,252,0,259,36,0,78,17.4501818181818,2.4768,6.75490909090909,0,2.02647272727273,1,1,1,0,1
"1310",714,4,0,0,59000,40,1,0,825,775,546,1627,0,547,65,612,72,18,78,60,0,2.44881355932203,8.74576271186441,2.27389830508475,3.14847457627119,0,1,1,1,1
"1311",715,1,1,1,75000,40,1,1470,1470,1225,0,2165,342,342,108,0,115,30,0,96,2.6144,1.2384,6.88,0,2.4768,1,1,1,0,1
"1312",716,3,1,1,70000,40,1,1463,1463,1371,0,2435,342,342,230,0,238,30,0,96,5.74971428571429,2.80114285714286,7.37142857142857,0,2.65371428571429,1,1,1,0,1
"1313",717,4,1,1,90000,40,1,795,795,726,702,1517,342,342,238,432,245,24,78,42,3.55466666666667,1.83466666666667,6.88,1.49066666666667,2.064,1,1,1,1,1
"1314",719,4,1,0.66,50000,40,0,0,0,0,306,835,0,0,0,1188,1001,0,78,6,0,0,0,2.6832,3.7152,0,0,0,1,1
"1316",721,4,1,0.5,30000,48,0,0,658,670,768,1409,0,180,202,310,209,24,78,24,0,3.7152,24.768,5.3664,7.4304,0,1,1,1,1
"1317",722,1,0,1,23000,48,1,863,863,836,0,1645,180,180,281,0,281,60,0,18,28.5370434782609,9.15339130434782,32.3060869565217,0,9.69182608695652,1,1,1,0,1
"1318",723,5,0,0,22000,48,1,0,1177,839,0,1562,0,180,626,0,626,30,0,60,0,9.56945454545454,28.1454545454545,0,10.1323636363636,0,1,1,0,1
"1319",724,1,1,0.75,40000,48,0,736,736,974,0,1697,425,425,353,0,238,60,0,78,31.2696,3.096,13.932,0,5.5728,1,1,1,0,1
"1320",725,5,0,0,22000,44,1,0,754,642,0,1306,0,274,144,0,151,30,0,54,0,3.612,25.8,0,10.32,0,1,1,0,1
"1322",727,5,0,0,40000,44,1,0,395,374,281,625,0,274,360,619,367,12,78,6,0,1.1352,14.19,3.6894,5.676,0,1,1,1,1
"1323",728,5,0,0.33,35000,44,1,0,0,659,0,1197,0,0,79,0,86,30,0,36,0,0,16.2171428571429,0,6.48685714285714,0,0,1,0,1
"1324",730,4,1,0.33,96000,44,1,635,635,620,378,1063,0,0,108,1109,115,30,78,54,1.419,0.7095,5.9125,1.53725,2.365,1,1,1,1,1
"1325",731,1,1,1,1e+05,48,1,1097,1097,1298,0,2337,0,0,162,0,551,36,0,60,5.94432,2.97216,7.4304,0,2.4768,1,1,1,0,1
"1329",736,4,0,0.25,1e+05,44,1,636,636,923,690,1484,274,274,162,709,169,240,78,96,8.17344,1.24872,6.8112,1.47576,2.2704,1,1,1,1,1
"1330",737,1,0,1,1e+05,44,0,1246,1246,1173,0,2098,0,0,238,0,425,60,0,48,5.56248,2.838,6.8112,0,2.2704,1,1,1,0,1
"1331",738,1,1,0.66,120000,44,1,1109,1109,1196,0,1898,0,0,216,0,670,36,0,60,4.6354,2.2704,5.676,0,1.892,1,1,1,0,1
"1332",739,1,1,1,120000,44,1,1024,1024,1477,0,2405,0,0,310,0,317,36,0,96,4.8246,2.365,5.676,0,1.892,1,1,1,0,1
"1333",740,2,0,0.5,65000,44,0,1144,1144,1145,0,2077,0,0,367,0,691,36,0,60,6.8112,3.31827692307692,10.4787692307692,0,3.49292307692308,1,1,1,0,1
"1334",741,1,0,0.5,21000,44,1,327,327,484,0,692,396,396,115,0,122,30,0,36,40.5428571428571,1.62171428571429,27.0285714285714,0,9.73028571428571,1,1,1,0,1
"1335",742,1,1,1,1e+05,44,1,862,0,938,0,1846,0,0,184,0,191,36,0,96,3.63264,0,6.8112,0,2.2704,1,0,1,0,1
"1336",743,4,0,0,70000,48,1,0,0,464,378,886,0,0,108,302,115,18,78,6,0,0,8.84571428571429,2.29988571428571,3.18445714285714,0,0,1,1,1
"1338",745,3,0,0.66,40000,55,1,878,878,1279,0,2167,266,266,299,0,306,36,0,78,47.18175,3.90225,21.285,0,7.095,1,1,1,0,1
"1341",748,2,0,1,60000,48,1,1034,1099,910,0,1680,72,0,299,0,306,60,0,42,8.6688,2.2704,12.384,0,4.128,1,1,1,0,1
"1342",749,1,0,1,73000,44,1,1196,1196,1225,0,2302,90,90,468,0,360,60,0,108,8.8638904109589,2.17709589041096,9.33041095890411,0,3.11013698630137,1,1,1,0,1
"1344",751,4,1,1,70000,50,0,714,714,685,840,1368,691,691,342,335,349,24,78,42,4.97571428571429,2.58,11.0571428571429,2.39571428571429,3.68571428571429,1,1,1,1,1
"1345",752,1,1,0.4,90000,44,1,1514,1514,1169,0,2150,0,0,270,0,277,30,0,96,4.1624,2.14426666666667,6.30666666666667,0,2.52266666666667,1,1,1,0,1
"1346",753,1,1,0.5,70000,44,1,1552,1552,1187,0,2195,0,0,295,0,209,30,0,96,5.83817142857143,2.91908571428571,8.10857142857143,0,3.24342857142857,1,1,1,0,1
"1347",754,1,0,1,90000,44,1,499,499,428,0,883,90,90,72,0,533,36,0,90,3.15333333333333,1.5136,7.568,0,2.52266666666667,1,1,1,0,1
"1350",757,3,0,0,50000,44,1,0,1225,1218,0,2224,0,454,281,0,792,36,0,60,0,4.99488,13.6224,0,4.08672,0,1,1,0,1
"1351",758,5,0,0.25,15000,44,0,0,0,480,0,1000,0,0,133,0,140,30,0,36,0,0,37.84,0,15.136,0,0,1,0,1
"1353",760,4,0,0.5,64000,44,0,0,767,716,690,1519,0,454,317,284,140,24,78,36,0,2.305875,8.86875,2.305875,3.19275,0,1,1,1,1
"1355",762,5,0,0,60000,44,1,0,575,654,0,1049,0,454,202,0,79,48,0,54,0,1.892,9.46,0,3.4056,0,1,1,0,1
"1356",763,5,1,0,45000,44,1,0,1228,0,0,2039,0,454,0,0,230,0,0,138,0,4.03626666666667,0,0,5.04533333333333,0,1,0,0,1
"1357",764,2,1,1,115000,50,1,956,974,0,0,1909,0,108,0,0,281,0,0,198,4.26260869565217,2.13130434782609,0,0,2.24347826086957,1,1,0,0,1
"1358",765,3,0,0,46000,44,0,0,1247,1549,0,2214,0,511,691,0,482,48,0,192,0,5.42921739130435,14.8069565217391,0,4.93565217391304,0,1,1,0,1
"1359",768,5,1,0,40000,44,1,0,811,865,0,1257,0,454,310,0,317,30,0,96,0,5.676,14.19,0,5.1084,0,1,1,0,1
"1361",770,5,0,1,25000,44,0,0,1021,1200,0,1816,0,454,202,0,209,48,0,54,0,7.71936,22.704,0,9.0816,0,1,1,0,1
"1362",771,5,0,1,38000,44,0,0,1198,1171,0,2144,0,511,670,0,554,36,0,60,0,6.87094736842105,17.9242105263158,0,5.37726315789474,0,1,1,0,1
"1364",773,1,1,1,40000,44,1,1531,1531,1234,0,2302,360,360,526,0,108,30,0,96,17.3118,5.9598,14.19,0,5.676,1,1,1,0,1
"1365",774,1,1,1,2e+05,55,1,1086,1086,1465,0,2068,0,0,353,0,360,48,0,54,3.19275,1.63185,3.5475,0,1.419,1,1,1,0,1
"1366",775,4,0,0,15000,44,0,0,0,520,378,893,0,0,166,367,281,48,78,6,0,0,37.84,9.8384,15.136,0,0,1,1,1
"1367",776,1,1,1,70000,58,1,338,338,262,240,702,72,72,216,432,223,18,78,6,2.56525714285714,1.28262857142857,10.6885714285714,2.77902857142857,4.27542857142857,1,1,1,1,1
"1368",777,1,0,0.5,40000,22,0,112,112,163,72,328,0,0,310,734,317,12,78,6,0.4257,0.1419,7.095,1.8447,2.838,1,1,1,1,1
"1370",781,3,0,0,15000,44,0,0,1240,1596,0,2341,0,432,360,0,367,48,0,108,0,32.5424,45.408,0,15.136,0,1,1,0,1
"1371",782,1,1,0.5,50000,44,1,731,731,853,0,1166,72,72,320,0,320,48,0,54,16.34688,2.49744,11.352,0,4.5408,1,1,1,0,1
"1372",784,2,1,0.5,85000,44,1,929,826,1118,0,0,180,0,162,0,0,36,0,0,17.6289882352941,2.13684705882353,8.01317647058823,0,0,1,1,1,0,0
"1373",785,2,1,0.5,60000,48,1,797,696,0,0,1835,180,0,0,0,533,0,0,48,27.0384,3.3024,0,0,4.128,1,1,0,0,1
"1374",786,2,1,0.25,120000,48,1,820,820,1034,0,1574,0,0,342,0,342,48,0,54,2.58,1.3416,6.192,0,2.064,1,1,1,0,1
